Faithfulness Score,Answer Relevancy,Context Precision Score,Context Recall Score,Similarity threshold,Chunk Size,Chunk overlap
0.6666666666666667,0.9236613992188721,0.0,1.0,0.2,1000.0,150.0
0.6666666666666667,0.9236613992188721,0.0,1.0,0.3,1000.0,150.0
0.8571428571428572,0.9714275623400375,0.8333333332916666,0.0,0.4,1000.0,150.0
0.8571428571428572,0.9714245909568602,0.8333333332916666,0.0,0.5,1000.0,150.0
0.6153846153846154,0.9179570370268649,0.999999999975,0.0,0.6,1000.0,150.0
1.0,0.9108943825327233,0.999999999975,0.0,0.7,1000.0,150.0
0.6666666666666667,0.9236613992188721,0.0,0.0,0.2,1000.0,150.0
0.6666666666666667,0.9236524400990712,0.0,0.0,0.3,1000.0,150.0
1.0,0.9690147858399105,0.8333333332916666,0.0,0.4,1000.0,150.0
0.8571428571428572,0.9713057926618532,0.8333333332916666,0.0,0.5,1000.0,150.0
0.6,0.9097303067476386,0.999999999975,0.0,0.6,1000.0,150.0
1.0,0.9146377304157486,0.999999999975,0.0,0.7,1000.0,150.0
0.6666666666666667,0.9236613992188721,0.0,0.625,0.2,1000.0,150.0
0.6666666666666667,0.9238893800223806,0.0,0.625,0.3,1000.0,150.0
1.0,0.9714300745928437,0.8333333332916666,0.0,0.4,1000.0,150.0
0.7142857142857143,0.9591108748243101,0.8333333332916666,0.0,0.5,1000.0,150.0
1.0,0.9275328785281051,0.999999999975,0.0,0.6,1000.0,150.0
0.5263157894736843,0.9097303067476386,0.999999999975,0.0,0.7,1000.0,150.0
0.6666666666666667,0.9237041196073875,0.0,1.0,0.2,1000.0,150.0
0.6666666666666667,0.9236613992188721,0.0,1.0,0.3,1000.0,150.0
1.0,0.9714300745928437,0.8333333332916666,0.0,0.4,1000.0,150.0
0.7142857142857143,0.9714424550395382,0.8333333332916666,0.0,0.5,1000.0,150.0
1.0,0.9257042504237257,0.999999999975,0.5238095238095238,0.6,1000.0,150.0
0.3846153846153846,0.9053485461311257,0.999999999975,0.5238095238095238,0.7,1000.0,150.0
0.6666666666666667,0.9236628193400254,0.0,0.2,0.2,1000.0,150.0
0.6666666666666667,0.9237923462647158,0.0,0.2,0.3,1000.0,150.0
1.0,0.9714300745928437,0.8333333332916666,0.18181818181818182,0.4,1000.0,150.0
0.7142857142857143,0.9714300745928437,0.8333333332916666,0.0,0.5,1000.0,150.0
0.9375,0.9262589479586857,0.999999999975,0.2727272727272727,0.6,1000.0,150.0
1.0,0.9192302904619597,0.999999999975,0.2,0.7,1000.0,150.0
0.6666666666666667,0.923675547911751,0.0,0.0,0.2,1000.0,150.0
0.6666666666666667,0.9236931121747493,0.0,0.3333333333333333,0.3,1000.0,150.0
0.8571428571428572,0.9714300745928437,0.8333333332916666,0.6,0.4,1000.0,150.0
0.7142857142857143,0.9714234168541566,0.8333333332916666,0.6,0.5,1000.0,150.0
1.0,0.9106148297631312,0.999999999975,0.4,0.6,1000.0,150.0
1.0,0.9156082613465076,0.999999999975,0.4,0.7,1000.0,150.0
